,t2_5km,usodosolo,elevacao,slope,ndvi,evi,t2_1km,aspect_LE,aspec_NS
3146,304.11,17.0,6,0.14551629,0,0,298.006,-0.35711697,-0.9340597
3147,304.11,17.0,2,0.08688784,0,0,298.211,-0.3974239,-0.91763514
3148,304.11,17.0,3,0.0830986,0,0,298.225,-0.90829045,-0.41834018
3149,304.11,17.0,4,,0,0,298.159,,
3150,302.002,17.0,2,,0,0,301.008,,
3151,302.002,17.0,5,0.235998,0,0,300.948,0.9959105,-0.09034534
3152,302.002,17.0,4,0.19078188,0,0,301.035,0.5860488,-0.8102758
3153,302.002,17.0,3,0.1152317,0,0,301.234,-0.88277906,-0.46978834
3154,302.002,17.0,8,0.08992745,0,0,301.341,-0.96018285,0.27937236
3155,301.536,17.0,10,0.0,0,0,301.594,1.0,0.0
3156,301.536,17.0,10,0.03742685,0,0,301.931,0.64506686,0.7641262
3157,301.536,17.0,5,0.16827196,0,0,302.251,-0.6395959,0.7687113
3158,301.536,17.0,3,0.12384245,0,0,301.889,0.5345026,0.8451668
3159,301.536,17.0,9,0.13852863,0,0,301.707,-0.9180865,0.3963801
3160,301.963,17.0,5,0.2492959,0,0,302.43,-0.7074284,0.706785
3161,301.963,17.0,3,0.36388263,0,0,302.919,-0.25532746,0.96685463
3162,301.963,17.0,5,0.12966761,0,0,301.977,0.8919886,0.45205793
3163,301.963,17.0,3,0.5431236,0,0,301.996,0.91958,0.3929028
3164,301.963,17.0,27,0.4082588,0,0,302.241,0.71350974,0.7006453
3165,308.659,1.0,27,2.5629423,0,0,308.882,0.3228658,0.94644475
3166,308.659,13.0,87,1.0585483,5412,3961,308.457,0.99420553,-0.107495815
3167,308.659,12.0,7,2.0362818,4435,3490,307.679,-0.923985,0.38242877
3168,308.659,10.0,5,2.8671355,6669,3233,307.837,0.17089714,0.98528886
3169,308.659,8.0,3,1.9211085,5964,3224,308.721,0.51210225,0.8589245
3170,308.107,7.0,2,1.3633136,6196,4518,308.644,0.7430556,-0.6692297
3171,308.107,9.0,53,1.4704283,6196,3877,308.379,-0.9494319,0.31397313
3172,308.107,4.0,56,1.0260781,7314,4336,308.367,0.622755,0.7824169
3173,308.107,2.0,7,2.7153816,7314,4336,308.097,0.9999931,0.003713663
3174,308.107,8.0,7,3.7060015,6975,4055,308.523,0.97846645,-0.20640591
3175,307.988,8.0,21,3.13234,6136,3465,308.587,0.91346544,0.40691635
3176,307.988,2.0,11,2.1825526,8092,4793,308.688,0.05621302,-0.9984188
3177,307.988,8.0,15,6.8109193,8461,4651,308.574,0.029156554,-0.99957484
3178,307.988,2.0,140,7.485646,8723,4432,306.253,-0.9980781,-0.061968677
3179,307.988,2.0,92,6.216285,7810,4377,303.642,-0.77733237,0.6290902
3180,306.884,2.0,13,8.682427,7810,4377,303.847,-0.08425163,-0.9964445
3181,306.884,2.0,11,1.1987447,7399,4267,304.889,0.88924426,0.45743263
3182,306.884,12.0,63,1.3746599,5977,3711,304.586,-0.856681,0.51584655
3183,306.884,2.0,63,1.9533279,5375,3504,304.689,-0.047548834,0.99886894
3184,306.884,2.0,6,3.8396087,5860,3763,304.251,0.7313173,0.6820374
3185,305.229,10.0,6,2.894169,5192,3220,304.108,-0.3200553,0.94739884
3186,305.229,13.0,94,7.845226,6000,3538,303.854,0.015541639,-0.99987924
3187,305.229,13.0,107,10.240799,4628,3192,302.993,0.9939713,0.10964053
3188,305.229,13.0,14,10.691318,4593,4808,302.583,0.59291214,-0.80526716
3189,305.229,13.0,4,6.455102,5648,3425,303.007,0.88560164,-0.46444562
3190,306.037,10.0,7,1.333338,4374,1169,303.126,-0.99856204,-0.053608466
3191,306.037,10.0,6,0.13852863,4722,2148,303.367,-0.99856204,-0.053608466
3192,306.037,11.0,6,0.106785215,2910,1635,303.514,-0.9989723,-0.045325443
3193,306.037,11.0,2,0.07642201,5435,3974,303.916,-0.28369108,0.9589157
3194,306.037,10.0,3,0.14552414,5320,3031,304.412,0.96156424,0.27457997
3195,306.708,13.0,6,0.3481711,4693,3154,305.513,-0.38457245,0.9230948
3196,306.708,13.0,7,0.35330623,3275,2109,306.159,-0.99999684,0.0025239042
3197,306.708,5.0,2,0.12121255,4735,2412,306.518,0.23187344,-0.97274595
3198,306.708,1.0,5,5.152287,4735,1753,307.201,0.66668725,-0.74533755
3199,306.708,4.0,81,10.789302,6523,3061,307.306,0.056724645,0.99838984
3200,305.797,1.0,71,15.116651,6691,3588,305.77,0.31342545,-0.9496128
3201,305.797,2.0,71,17.139046,7791,3944,305.558,0.99935484,0.03591469
3202,305.797,2.0,55,18.785133,7193,2334,305.254,-0.9546542,0.2977169
3203,305.797,2.0,397,14.24981,8494,4073,303.842,0.28379822,0.958884
3204,305.797,2.0,438,12.655103,8532,5094,302.508,-0.9925748,-0.12163549
3205,302.175,2.0,608,20.62534,9185,4506,301.872,0.82848734,-0.5600078
3206,302.175,2.0,322,17.933456,6863,4068,300.896,0.9754437,0.22024886
3207,302.175,2.0,149,6.625277,6077,2387,300.304,0.14978519,0.98871857
3208,302.175,4.0,133,9.075749,7800,3806,300.66,-0.8032172,-0.59568626
3209,302.175,2.0,21,5.198051,0,0,300.666,-0.07637995,0.9970788
3210,301.761,17.0,21,0.6130544,0,0,297.409,-0.51908934,-0.85472
3211,301.761,17.0,18,0.6144652,0,0,297.416,0.9060815,0.4231032
3212,301.761,17.0,18,0.5682483,0,0,297.42,-0.05190611,-0.998652
3213,301.761,17.0,19,0.6596583,0,0,297.436,-0.018046182,-0.99983716
3214,301.761,17.0,5,0.5685266,0,0,297.695,0.422265,-0.90647244
3215,297.318,17.0,6,0.12737003,0,0,297.929,-0.28369108,0.9589157
3216,297.318,17.0,2,0.13573861,0,0,298.207,0.8851859,0.46523744
3217,297.318,17.0,3,0.051948234,0,0,298.253,-0.99856204,-0.053608466
3218,297.318,17.0,2,0.03742685,0,0,298.233,0.64506686,0.7641262
3219,297.318,17.0,2,,0,0,297.947,,
3220,302.002,17.0,4,,0,0,301.016,,
3221,302.002,17.0,4,0.07000474,0,0,301.152,0.07925727,0.9968542
3222,302.002,17.0,2,0.08309867,0,0,301.37,-0.9088132,-0.41720337
3223,302.002,17.0,6,0.15585059,0,0,301.598,-0.91726804,0.39827046
3224,302.002,17.0,4,0.1894161,0,0,301.628,-0.052485153,-0.9986217
3225,301.536,17.0,2,0.23461884,0,0,301.86,0.984382,-0.17604594
3226,301.536,17.0,2,0.19983241,0,0,302.24,-0.9440373,-0.32983872
3227,301.536,17.0,5,0.1039206,0,0,302.644,0.9968842,-0.07887889
3228,301.536,17.0,3,0.07000474,0,0,302.063,-0.2711727,-0.96253073
3229,301.536,17.0,5,0.17642458,0,0,301.778,-0.38484502,0.9229812
3230,301.963,17.0,4,0.16018026,0,0,302.43,-0.9988919,-0.047063086
3231,301.963,17.0,4,0.145532,0,0,302.881,0.9610852,0.27625218
3232,301.963,17.0,4,0.2992276,0,0,302.092,0.86138386,-0.5079546
3233,301.963,17.0,14,0.24372832,0,0,301.841,-0.7574695,0.6528706
3234,301.963,17.0,3,0.84501195,0,0,302.103,-0.327638,-0.94480336
3235,308.659,17.0,3,3.1377997,0,0,302.313,0.6953427,-0.7186783
3236,308.659,11.0,71,1.970963,5972,4254,308.294,0.6077526,-0.7941264
3237,308.659,13.0,11,2.8736985,4404,3272,308.537,0.122311555,-0.9924918
3238,308.659,13.0,7,0.34888923,3688,2424,308.49,-0.96800035,-0.25094873
3239,308.659,5.0,3,0.19142835,4302,2411,308.485,-0.9316903,-0.36325374
3240,308.107,7.0,3,0.8847446,6964,3569,308.707,-0.043445818,0.9990558
3241,308.107,5.0,4,1.957898,7021,3206,308.312,-0.9988979,-0.046935942
3242,308.107,5.0,5,1.9742808,7773,4628,308.219,-0.9868573,0.16159408
3243,308.107,5.0,5,0.95111173,7515,4405,308.073,0.42321303,0.9060302
3244,308.107,8.0,5,0.31488407,7889,4538,308.836,-0.8944646,-0.44713873
3245,307.988,10.0,2,0.47542104,8247,4758,308.281,-0.99999535,0.0030447354
3246,307.988,9.0,5,0.4918696,6181,3811,308.118,-0.98581463,0.16783763
3247,307.988,4.0,15,6.1537614,8775,4682,306.671,0.5311527,-0.8472761
3248,307.988,4.0,119,7.325883,8794,4589,304.75,0.52373755,-0.85187966
3249,307.988,2.0,225,6.167333,8002,4589,303.004,0.94523007,0.3264048
3250,306.884,2.0,5,7.8015623,6391,3944,303.732,0.9278715,-0.37290007
3251,306.884,2.0,5,1.1796755,7087,4044,304.766,0.9997788,0.021030752
3252,306.884,2.0,4,2.2955391,6862,4565,304.694,-0.838091,0.54553044
3253,306.884,8.0,4,2.2830544,6862,4320,304.329,0.64406353,0.764972
3254,306.884,13.0,2,1.0528878,7278,4772,303.954,-0.76814866,-0.64027154
3255,305.229,10.0,4,1.6501706,8224,5344,303.729,0.59463197,0.803998
3256,305.229,10.0,5,3.441996,8261,4594,303.368,0.59446424,0.80412203
3257,305.229,10.0,4,3.482926,5268,3913,302.694,-0.3059511,-0.9520472
3258,305.229,13.0,92,1.702096,6960,5076,302.617,0.22601566,-0.97412366
3259,305.229,13.0,6,2.3201973,5182,3573,302.734,-0.6796905,0.73349905
3260,306.037,13.0,7,0.14446901,5786,2797,302.901,0.03797282,0.9992788
3261,306.037,13.0,2,0.10190324,6668,2738,302.937,-0.28369108,0.9589157
3262,306.037,13.0,2,0.12330114,5054,2963,302.966,-0.14833784,0.9889367
3263,306.037,13.0,6,0.21268822,4229,2468,303.175,-0.8727628,0.4881445
3264,306.037,13.0,4,0.20265882,3251,2073,303.566,0.5884053,-0.80856615
3265,306.708,13.0,8,0.29320657,4682,2065,304.213,-0.2055702,0.97864234
3266,306.708,13.0,16,0.16929117,3581,1834,304.943,-0.7550037,0.65572053
3267,306.708,13.0,3,0.20993422,5008,1701,305.666,0.97392416,0.22687389
3268,306.708,13.0,7,1.4049062,4664,1269,306.362,0.47481483,0.8800857
3269,306.708,13.0,11,2.5517895,7552,2249,306.639,0.64760995,-0.761972
3270,305.797,13.0,10,3.1739047,3615,2249,306.365,-0.93479663,-0.35518342
3271,305.797,13.0,10,2.166083,7286,5091,305.843,-0.64776975,0.7618362
3272,305.797,13.0,19,19.604744,5725,5247,304.688,0.4653719,0.88511527
3273,305.797,2.0,417,8.914528,7534,5422,301.969,-0.85756266,0.5143795
3274,305.797,11.0,188,19.943165,3727,3999,300.727,-0.225002,-0.9743583
3275,302.175,16.0,48,23.273924,0,0,300.909,-0.9563764,0.29213744
3276,302.175,17.0,24,16.302723,0,0,298.013,0.6168337,0.7870935
3277,302.175,17.0,336,8.663238,5643,0,297.785,0.4138428,0.91034836
3278,302.175,17.0,71,11.094586,0,0,297.568,0.39409927,0.91906786
3279,302.175,17.0,9,3.6850324,0,0,297.392,0.5223441,-0.8527348
3280,301.761,17.0,9,0.7802848,0,0,297.134,0.8819533,-0.47133678
3281,301.761,17.0,4,0.711195,0,0,297.281,-0.20552067,0.9786528
3282,301.761,17.0,7,0.6879834,0,0,297.606,-0.7452438,-0.6667921
3283,301.761,17.0,7,0.5705803,0,0,297.766,-0.9908212,-0.13517903
3284,301.761,17.0,5,0.3452188,0,0,297.836,-0.82497185,-0.5651738
3285,297.318,17.0,6,0.13853386,0,0,297.859,-0.9984486,-0.055680558
3286,297.318,17.0,2,0.07994756,0,0,298.175,-0.21157755,-0.9773612
3287,297.318,17.0,3,0.08309867,0,0,298.19,0.8781356,-0.4784118
3288,297.318,17.0,2,0.08658367,0,0,298.194,0.22986916,-0.97322154
3289,297.318,17.0,2,,0,0,297.926,,
3290,302.002,17.0,3,,0,0,301.039,,
3291,302.002,17.0,3,0.034634773,0,0,301.286,0.2278676,-0.9736921
3292,302.002,17.0,2,0.06002203,0,0,301.579,-0.15105343,0.9885256
3293,302.002,17.0,2,0.039976366,0,0,301.816,0.91011894,-0.4143471
3294,302.002,17.0,3,0.017317386,0,0,301.91,0.6437063,-0.7652726
3295,301.536,17.0,5,0.12330336,0,0,302.184,-0.15014084,0.9886646
3296,301.536,17.0,5,0.12966748,0,0,302.559,-0.8956275,0.44480485
3297,301.536,17.0,3,0.056097187,0,0,302.94,0.9173278,-0.39813268
3298,301.536,17.0,5,0.08689398,0,0,302.571,-0.39204034,-0.91994804
3299,301.536,17.0,2,0.10678846,0,0,301.944,-0.99880856,-0.048800588
3300,301.963,17.0,2,0.0905738,0,0,302.186,0.99999934,-0.0011514182
3301,301.963,17.0,4,0.26431993,0,0,302.426,0.7870226,0.61692417
3302,301.963,17.0,12,0.20710486,0,0,302.042,0.337159,0.94144773
3303,301.963,17.0,3,0.2943956,0,0,301.71,-0.9983327,-0.057721946
3304,301.963,17.0,3,0.14447863,0,0,302.024,0.94713783,0.320827
3305,308.659,17.0,3,1.3603845,0,0,302.394,-0.5011658,0.86535126
3306,308.659,17.0,14,1.5093848,0,0,301.533,0.76286596,0.6465567
3307,308.659,17.0,9,1.3287076,0,0,301.972,0.18373647,0.98297554
3308,308.659,11.0,7,0.28123412,4170,2371,308.57,-0.9770618,-0.21295588
3309,308.659,1.0,2,0.20152836,4908,916,308.752,-0.86772513,0.49704432
3310,308.107,7.0,3,0.12004406,7021,1638,308.759,-0.15105343,0.9885256
3311,308.107,7.0,2,0.14970955,7021,1809,308.727,-0.99838156,0.05687032
3312,308.107,6.0,2,0.08309872,6702,2381,308.799,0.87783617,-0.47896108
3313,308.107,2.0,4,0.034634773,6960,2634,308.739,-0.9164457,0.40015912
3314,308.107,5.0,4,0.017317386,7791,4065,308.635,0.6437063,-0.7652726
3315,307.988,10.0,5,0.12103437,7966,4322,307.812,-0.9375209,-0.34792882
3316,307.988,1.0,6,2.7653992,6181,4344,306.039,0.9412084,-0.3378265
3317,307.988,10.0,16,6.6815457,8378,3606,304.975,-0.86036485,0.50967866
3318,307.988,2.0,132,3.1152663,9084,4560,303.889,-0.9995565,-0.029779999
3319,307.988,13.0,94,8.0896435,7820,4353,302.805,-0.046015527,-0.9989407
3320,306.884,13.0,3,5.766581,7773,4358,303.328,0.9287188,-0.37078488
3321,306.884,7.0,3,0.034634773,7087,3758,304.277,-0.9164457,0.40015912
3322,306.884,2.0,3,0.06002203,6943,4042,304.256,-0.15105343,0.9885256
3323,306.884,13.0,3,0.22456431,7844,4472,304.136,-0.99838156,0.05687032
3324,306.884,13.0,3,0.38897708,7763,5237,303.832,-0.05478885,-0.99849796
3325,305.229,13.0,5,0.36638632,8602,2555,303.428,0.787343,-0.61651516
3326,305.229,13.0,7,0.32885936,7733,2699,303.014,-0.8751126,0.48391938
3327,305.229,13.0,14,1.3805077,4576,2343,302.294,-0.0011203325,-0.99999934
3328,305.229,13.0,9,2.0069997,5724,2826,301.635,-0.07081019,0.9974898
3329,305.229,13.0,12,1.6137345,0,2699,301.268,-0.2834553,-0.95898545
3330,306.037,13.0,4,0.19429593,3360,1685,301.212,-0.6617558,-0.74971944
3331,306.037,13.0,7,0.046923712,3158,1706,301.373,-0.44807363,0.89399666
3332,306.037,6.0,7,0.07276993,3370,0,301.649,0.96059895,0.27793825
3333,306.037,7.0,8,0.069269545,0,0,301.887,-0.9164457,0.40015912
3334,306.037,16.0,8,0.05195216,0,0,301.841,-0.9164457,0.40015912
3335,306.708,16.0,6,0.1430581,2574,0,302.374,-0.53110874,0.8473037
3336,306.708,13.0,3,0.2994191,2574,0,303.113,0.64305913,0.7658165
3337,306.708,13.0,7,0.19448854,0,0,303.771,-0.94193226,-0.33580285
3338,306.708,13.0,10,0.24206874,3980,0,304.607,-0.06766808,-0.9977079
3339,306.708,13.0,9,0.27250442,0,0,305.215,-0.030873863,0.9995233
3340,305.797,13.0,5,0.20935036,4309,2049,305.343,0.25427866,-0.967131
3341,305.797,13.0,5,3.2478828,5596,1700,304.87,-0.92827433,0.3718962
3342,305.797,13.0,129,16.224602,5010,2727,303.59,-0.9165297,-0.39996666
3343,305.797,13.0,402,11.76668,0,0,301.319,0.7416585,-0.6707776
3344,305.797,17.0,49,17.700966,5149,0,297.543,0.8095437,0.5870596
3345,302.175,17.0,7,4.7471466,0,0,298.021,0.9413863,-0.33733058
3346,302.175,17.0,2,6.086586,0,0,298.121,0.8986943,0.43857566
3347,302.175,17.0,6,8.793035,0,0,297.816,0.19997714,0.9798006
3348,302.175,17.0,7,6.9643435,0,0,297.454,0.97612715,-0.21719997
3349,302.175,17.0,4,1.3292358,0,0,297.189,-0.9291161,-0.3697883
3350,301.761,17.0,4,0.2318099,0,0,297.153,-0.9979985,-0.063237965
3351,301.761,17.0,4,0.1652689,0,0,297.582,-0.8774633,-0.47964376
3352,301.761,17.0,3,0.1811476,0,0,297.784,0.99999934,-0.0011514182
3353,301.761,17.0,5,0.16619743,0,0,297.768,-0.7083122,0.7058993
3354,301.761,17.0,3,0.17378797,0,0,297.782,-0.39204034,-0.91994804
3355,297.318,17.0,2,0.10634409,0,0,297.817,0.91318685,0.40754113
3356,297.318,17.0,4,0.05339423,0,0,298.126,-0.91999006,0.39194164
3357,297.318,17.0,5,0.017317386,0,0,297.905,-0.9983327,-0.057721946
3358,297.318,17.0,3,0.056097187,0,0,297.926,0.9173278,-0.39813268
3359,297.318,17.0,3,,0,0,297.93,,
3360,302.002,17.0,3,,0,0,301.008,,
3361,302.002,17.0,4,0.08659021,0,0,301.205,0.6452814,-0.763945
3362,302.002,17.0,5,0.120044306,0,0,301.439,-0.15189806,0.98839617
3363,302.002,17.0,5,0.120044306,0,0,301.662,-0.7009513,0.71320915
3364,302.002,17.0,4,0.034636084,0,0,301.872,0.22586139,-0.9741595
3365,301.536,17.0,4,0.12386013,0,0,302.188,0.5393813,0.84206164
3366,301.536,17.0,7,0.074855305,0,0,302.497,0.64203024,0.7666793
3367,301.536,17.0,4,0.15191671,0,0,302.767,-0.41965327,-0.9076845
3368,301.536,17.0,2,0.06927217,0,0,302.56,-0.9982108,-0.059793558
3369,301.536,17.0,2,0.023461828,0,0,301.888,-0.44807363,0.89399666
3370,301.963,17.0,3,0.18985912,0,0,301.782,0.9804488,0.19677454
3371,301.963,17.0,2,0.19269839,0,0,301.826,-0.4287757,-0.903411
3372,301.963,17.0,3,0.056100458,0,0,301.664,-0.2284948,-0.97354513
3373,301.963,17.0,5,0.17642428,0,0,301.5,-0.50964,-0.86038774
3374,301.963,17.0,5,0.26916194,0,0,301.89,-0.31995332,-0.9474333
3375,308.659,17.0,5,0.16603118,0,0,302.355,0.9998156,0.019204993
3376,308.659,17.0,8,0.2963352,0,0,301.702,0.8190254,-0.57375723
3377,308.659,17.0,9,0.14554772,0,0,301.844,-0.3505806,-0.93653256
3378,308.659,17.0,4,0.17938381,0,0,301.961,0.99170905,0.12850359
3379,308.659,17.0,9,0.18985912,0,0,302.068,-0.74440587,-0.6677274
3380,308.107,1.0,2,0.16619751,0,1291,308.823,-0.14100961,-0.99000823
3381,308.107,11.0,10,0.14971061,7227,2063,308.995,-0.9984562,0.0555449
3382,308.107,11.0,6,0.15586238,7325,3307,309.066,0.22586139,-0.9741595
3383,308.107,11.0,4,0.06927217,7512,3026,308.749,0.22586139,-0.9741595
3384,308.107,6.0,4,1.0965362,7851,4688,309.009,-0.26314518,0.96475625
3385,307.988,2.0,6,3.1545026,7770,3561,307.628,0.99047583,0.13768661
3386,307.988,2.0,6,11.577956,7632,4070,306.301,-0.9238376,-0.38278463
3387,307.988,2.0,147,10.222033,8994,4277,305.263,0.22874373,0.97348666
3388,307.988,2.0,109,7.8732166,8994,5025,302.929,0.99634707,0.08539598
3389,307.988,10.0,4,4.353494,6131,3545,301.843,0.5921262,0.80584526
3390,306.884,13.0,3,1.6314521,6490,3957,302.968,0.96991986,0.24342434
3391,306.884,13.0,4,1.2087712,5925,3999,302.885,0.48265016,-0.87581325
3392,306.884,13.0,6,0.083098754,4651,4204,303.504,-0.14100961,-0.99000823
3393,306.884,13.0,6,0.20916666,4057,4091,303.445,-0.86192745,-0.5070316
3394,306.884,13.0,14,0.17569605,3121,2137,302.798,-0.9619665,-0.2731675
3395,305.229,13.0,10,0.060022153,0,1982,302.074,-0.15189806,0.98839617
3396,305.229,13.0,11,0.09057486,0,1868,301.673,0.99999624,-0.002738329
3397,305.229,13.0,8,0.2669752,0,0,301.343,-0.9987237,-0.050507464
3398,305.229,7.0,5,0.25579867,0,2060,301.241,-0.2560194,-0.96667165
3399,305.229,16.0,5,0.24661118,0,0,300.378,0.88278264,-0.46978167
3400,306.037,17.0,5,0.083098754,0,0,297.398,-0.70876443,0.70544523
3401,306.037,17.0,4,0.17318042,0,0,297.452,0.6452814,-0.763945
3402,306.037,17.0,4,0.14001516,0,0,297.423,0.934767,0.35526136
3403,306.037,17.0,3,0.10673833,0,0,297.485,0.9982269,-0.059524108
3404,306.037,17.0,4,0.18114972,0,0,297.619,0.99999624,-0.002738329
3405,306.708,17.0,8,0.09057486,0,0,298.043,0.93895596,-0.34403732
3406,306.708,17.0,4,0.1295395,0,0,298.157,-0.6612065,-0.75020397
3407,306.708,17.0,3,0.14971061,0,0,298.36,0.3365232,-0.9416752
3408,306.708,17.0,3,0.23181088,0,0,298.583,-0.9137746,0.40622154
3409,306.708,17.0,3,0.14001516,0,0,298.787,-0.27479848,-0.96150184
3410,305.797,17.0,7,0.07277386,0,0,298.945,0.960114,0.2796088
3411,305.797,17.0,7,2.0477517,0,0,298.987,-0.5108864,-0.8596483
3412,305.797,17.0,4,8.950384,0,2727,298.699,0.82261556,0.568598
3413,305.797,17.0,15,10.9986,0,0,297.889,0.97816414,-0.20783398
3414,305.797,17.0,4,7.889632,0,0,297.754,0.98298264,-0.18369837
3415,302.175,17.0,4,0.84570485,0,0,297.915,0.089663565,-0.9959721
3416,302.175,17.0,4,0.051954128,0,0,297.81,-0.91561943,0.40204608
3417,302.175,17.0,6,0.10392597,0,0,297.65,0.96133864,-0.2753688
3418,302.175,17.0,4,0.17261997,0,0,297.365,-0.8226538,-0.5685427
3419,302.175,17.0,3,0.13820085,0,0,297.173,-0.6740272,0.73870647
3420,301.761,17.0,3,0.074855305,0,0,297.524,0.3365232,-0.9416752
3421,301.761,17.0,3,0.017318042,0,0,297.779,-0.9982108,-0.059793558
3422,301.761,17.0,2,0.03997895,0,0,297.722,0.9105988,-0.41329142
3423,301.761,17.0,4,0.0,0,0,297.759,1.0,0.0
3424,301.761,17.0,2,0.08994624,0,0,297.783,0.35230973,0.93588346
3425,297.318,17.0,3,0.017318042,0,0,297.792,-0.9982108,-0.059793558
3426,297.318,17.0,2,0.083098754,0,0,297.821,-0.9093345,-0.41606593
3427,297.318,17.0,2,0.106344074,0,0,297.868,0.7149914,-0.6991332
3428,297.318,17.0,3,0.070385486,0,0,297.885,0.984382,-0.17604594
3429,297.318,17.0,3,,0,0,297.888,,
3430,302.002,17.0,3,,0,0,300.895,,
3431,302.002,17.0,4,0.034637395,0,0,301.059,-0.9147893,0.40393135
3432,302.002,17.0,5,0.10392867,0,0,301.219,0.9607863,-0.27728987
3433,302.002,17.0,5,0.08689808,0,0,301.412,-0.3884157,-0.9214843
3434,302.002,17.0,4,0.14103642,0,0,301.635,-0.69088995,-0.72295994
3435,301.536,17.0,2,0.12330781,0,0,301.847,0.9911319,0.13288175
3436,301.536,17.0,4,0.117309,0,0,301.986,0.984382,-0.17604594
3437,301.536,17.0,2,0.12386603,0,0,302.175,0.21600299,-0.9763927
3438,301.536,17.0,3,0.017318698,0,0,302.086,0.6468537,-0.76261413
3439,301.536,17.0,3,0.06927479,0,0,301.671,0.6468537,-0.76261413
3440,301.963,17.0,4,0.33662236,0,0,301.62,-0.22696444,-0.97390306
3441,301.963,17.0,11,0.2691632,0,0,301.607,0.9508682,-0.30959606
3442,301.963,17.0,6,0.234618,0,0,301.542,-0.44807363,0.89399666
3443,301.963,17.0,10,0.27640966,0,0,301.504,-0.18642983,-0.9824683
3444,301.963,17.0,10,0.28207284,0,0,301.947,-0.49726498,-0.8675987
3445,308.659,17.0,4,0.11526404,0,0,302.47,0.9039654,-0.42760563
3446,308.659,17.0,6,0.21565913,0,0,302.007,-0.4280517,-0.90375423
3447,308.659,17.0,8,0.1444979,0,0,301.726,-0.824961,0.5651896
3448,308.659,17.0,11,0.1964163,0,0,301.885,0.45432025,0.89083844
3449,308.659,17.0,3,0.13577242,1080,397,301.959,0.20027116,0.9797405
3450,308.107,1.0,9,0.05195609,5632,397,308.836,0.6468537,-0.76261413
3451,308.107,11.0,3,0.017318698,6666,3803,308.87,0.2238542,-0.97462267
3452,308.107,10.0,6,0.10192492,6672,2936,308.632,-0.28369108,0.9589157
3453,308.107,4.0,4,0.14063688,7022,2931,308.799,-0.97691864,-0.21361181
3454,308.107,2.0,4,1.6309675,7283,3660,308.611,0.18164244,-0.98336464
3455,307.988,2.0,65,6.8017592,8235,4716,307.391,-0.66138047,-0.7500506
3456,307.988,2.0,120,13.624233,9027,4779,306.674,0.23923281,-0.9709622
3457,307.988,2.0,420,3.6077347,8990,4605,304.912,-0.798372,0.60216457
3458,307.988,2.0,38,10.716965,8611,4997,303.011,-0.90697044,-0.42119431
3459,307.988,2.0,25,7.848065,8007,4473,303.007,-0.6769821,0.73599946
3460,306.884,2.0,72,7.557509,8152,6117,302.608,-0.5043254,-0.8635137
3461,306.884,5.0,7,4.069405,5410,3997,301.689,0.88345754,0.46851122
3462,306.884,13.0,4,0.097245,3028,3061,301.37,-0.76848984,0.639862
3463,306.884,13.0,4,0.2183334,0,0,301.708,-0.0024997885,0.9999969
3464,306.884,13.0,4,0.20785734,0,0,301.727,0.9607863,-0.27728987
3465,305.229,13.0,7,0.27722895,0,0,301.331,0.8571503,0.5150663
3466,305.229,13.0,7,0.24667813,0,0,300.767,-0.9366031,0.35039198
3467,305.229,17.0,5,0.13820483,0,0,297.368,-0.6755362,0.7373268
3468,305.229,17.0,7,0.02548123,0,0,297.464,-0.28369108,0.9589157
3469,305.229,17.0,5,0.14305842,0,0,297.466,-0.36231655,-0.9320551
3470,306.037,17.0,2,0.21845889,0,0,297.522,0.5426817,0.83993846
3471,306.037,17.0,11,0.20996173,0,0,297.492,-0.7607269,-0.6490721
3472,306.037,17.0,11,0.18486676,0,0,297.465,0.3258365,0.9454261
3473,306.037,17.0,6,0.25589013,0,0,297.448,0.5212179,-0.85342366
3474,306.037,17.0,3,0.10634405,0,0,297.619,0.91278845,0.40843272
3475,306.708,17.0,4,0.1871396,0,0,297.776,0.33527282,-0.9421211
3476,306.708,17.0,5,0.02548123,0,0,297.841,-0.5984601,-0.80115265
3477,306.708,17.0,3,0.18006682,0,0,297.893,-0.7003416,0.7138079
3478,306.708,17.0,4,0.10634405,0,0,297.966,0.13269505,0.99115694
3479,306.708,17.0,6,0.14063688,0,0,298.408,-0.8423286,0.5389643
3480,305.797,17.0,7,0.121041045,0,0,298.456,-0.071701825,-0.9974261
3481,305.797,17.0,7,0.2183334,0,0,298.437,-0.0024997885,0.9999969
3482,305.797,17.0,16,0.36388898,0,0,298.007,-0.0024997885,0.9999969
3483,305.797,17.0,16,0.43718585,0,0,297.907,0.1214971,0.9925918
3484,305.797,17.0,2,0.4734262,0,0,297.832,0.9969448,0.07810981
3485,302.175,17.0,3,0.02548123,0,0,297.73,-0.5984601,-0.80115265
3486,302.175,17.0,4,0.0703854,0,0,297.53,0.984382,-0.17604594
3487,302.175,17.0,3,0.117309,0,0,297.31,0.984382,-0.17604594
3488,302.175,17.0,4,0.07000899,0,0,297.18,0.07359761,0.997288
3489,302.175,17.0,2,0.05610373,0,0,297.462,0.9160734,-0.40101066
3490,301.761,17.0,2,0.034637395,0,0,297.853,0.6468537,-0.76261413
3491,301.761,17.0,4,0.017318698,0,0,297.884,-0.9147893,0.40393135
3492,301.761,17.0,4,0.05096246,0,0,297.853,-0.5984601,-0.80115265
